"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
1211_3,61,"534","Bf. Bergedorf / %UB Mümmelmannsberg - Lohbrügge - %SB Nettelnburg",3,"","",""
1212_3,61,"535","Bf. Bergedorf  >  Luisen-Gymnasium / Hansa-Gymnasium",3,"","",""
1213_3,61,"537","Stapelfeld  >  Brunsbek  >  Schulzentrum Schmalenbeck",3,"","",""
1217_3,61,"569","Gartenholz  >  Bf. Ahrensburg  >   %UB  Ahrensburg West  >  Schulzentrum Heimgarten",3,"","",""
1218_3,61,"578","Tangstedt  >  Wilstedt  >  Norderstedt, Schulzentrum Süd",3,"","",""
1219_3,61,"593","Harkshörn (Nord)  >  Paracelsus-Klinik  >  Rhen  >  Ulzburg, Schulzentrum",3,"","",""
1220_3,61,"594","%SB  Wedel  >  Bf. Pinneberg  >  %AB Quickborn  >   %UB  %AB Norderstedt Mitte",3,"","",""
1221_3,61,"609","Bf. Altona  >  Rathausmarkt  >   %UB  Billstedt  >  Bf. Bergedorf  >   %SB  Nettelnburg",3,"","",""
1222_3,61,"616","%UB %AB Norderstedt Mitte  >  Harksheide  >  %AB Henstedt-Ulzburg  >  Kisdorf",3,"","",""
1223_3,61,"619","%UB  Billstedt  >  Oststeinbek  >  Glinde, Markt",3,"","",""
1224_3,61,"623","%SB Elbgaustraße  >  %AB Burgwedel  >  %AB Quickborn   >  Quickborn-Heide",3,"","",""
1225_3,61,"629","Bf. Bergedorf  >  Nettelnburg  >  Neu Allermöhe  >  Bf. Bergedorf",3,"","",""
1227_3,61,"648","%UB  Berne  >  Dänenweg  >  Bf. Ahrensburg",3,"","",""
1228_3,61,"658","Bf. Ahrensburg  >   %UB  Großhansdorf  >  Hoisdorf  >  Siek  >  Bf. Ahrensburg",3,"","",""
1232_3,61,"769","Ahr., Auestieg / Ahr., Dänenweg / Wulfsdorf  >  Ahrensburger Schulen",3,"","",""
1246_3,61,"649","Bf. Bergedorf  >  Max-Eichholz-Ring  >  Klosterbergen  >   %SB  Reinbek",3,"","",""
1586_3,61,"327","Bf. Bergedorf  >  Neuengamme  >  Curslacker Deich > KZ-Gedenkstätte",3,"","",""
1781_3,61,"130","%UB  Burgstraße  >   %SB  Rothenburgsort  >  Billbrook  >   %UB  Billstedt",3,"","",""
1782_3,61,"230","%UB  Billstedt  >  Billbrook  >   IKEA  >  %SB Mittlerer Landweg",3,"","",""
2187_3,61,"329","%SB  Allermöhe  >  Neu Allermöhe  >  Bf. Bergedorf",3,"","",""
2188_3,61,"576","Ahrensburg, Freizeitbad  >  Bf. Ahrensburg >  Wulfsdorf",3,"","",""
2190_3,61,"E69","Bf. Ahrensburg  >  Ahrensburger Redder  >  Siek",3,"","",""
3076_3,61,"737","Barsbüttel  >  Willinghusen  >  Glinder Schulen > Reinbeker Schulen",3,"","",""
3147_3,61,"427","Schleusendamm  >  Schule Curslack  >  Schule Kirchwerder",3,"","",""
3336_3,61,"239","Geesthacht, ZOB  >  HEW Siedlung  >  Geesthacht, ZOB",3,"","",""
3337_3,61,"639","Bf. Bergedorf  >  Börnsen  >  Escheburg - Geesthacht",3,"","",""
3361_3,61,"794","Quickborn-Heide  >  Ellerau  >  Quickborn, Schuldorf",3,"","",""
3536_3,61,"529","%SB  Allermöhe  >   %SB  Nettelnburg (Südeingang)  >  Neu Allermöhe",3,"","",""
3792_3,61,"733","Havighorst / %UB Steinfurther Allee > Glinder Schulen",3,"","",""
3871_3,61,"595","Tangstedt, Siedlung  >  Rellingen, Caspar-Voght-Schule",3,"","",""
3872_3,61,"796","Syltkuhlen  >  Schule Friedrichsgabe",3,"","",""
4394_3,61,"776","%SB Reinbek / Glinde > Neuschönningstedt > Siek > Großhansdorf > Ahrensburger Schulen",3,"","",""
4395_3,61,"781","Ellerbek  >  Rellingen  >  Halstenbek, W.-Borchert-Gymnasium",3,"","",""
4398_3,61,"295","Bf. Pinneberg  >  Ellerbek  >  %AB Bönningstedt  >   %UB  Garstedt",3,"","",""
4399_3,61,"439","Altengamme > Geesthacht, ZOB > Geesthacht, Gewerbegebiet Mercatorstr.",3,"","",""
4400_3,61,"627","%SB  Poppenbüttel  >  %UB Hoisbüttel  > Timmerhorn  >  Bf. Bargteheide",3,"","",""
4551_3,61,"626","%UB  %AB Norderstedt Mitte  >   Harksheide  >  %UB  %AB Norderstedt Mitte",3,"","",""
4732_3,61,"6541","Barmstedt  >  Langeln  > Hemdingen  /  %AB Henstedt-Ulzburg",3,"","",""
4733_3,61,"7141","%AB Henstedt-Ulzburg  >  Nahe  >  Sülfeld  >  Bf. Bad Oldesloe",3,"","",""
4736_3,61,"8862","Lanze  >  Buchhorst  >  Lauenburg, ZOB",3,"","",""
4737_3,61,"8882","Friedrichsruh / Grande > Kuddewörde > Möhnsen > Kuddewörde / Grande",3,"","",""
4738_3,61,"8890","Bf. Bergedorf  >  Börnsen > Escheburg  >  Geesthacht, ZOB",3,"","",""
4739_3,61,"8891","Lauenburg > Grünhof > Geesthachter Schulen",3,"","",""
4740_3,61,"8892","Tesperhude  >  Krümmel  >  Geesthachter Schulen",3,"","",""
4741_3,61,"8893","Worth  >  Geesthachter Schulen",3,"","",""
4742_3,61,"8894","Börnsen / Geesthacht, Heuweg >  Geesthachter Schulen",3,"","",""
4743_3,61,"8895","Börnsen  >  Neu Börnsen  >  Escheburg  >  Voßmoor > Kröppelshagen",3,"","",""
5226_3,61,"4400","Bf. Bergedorf > Rönne > Tespe > Avendorf/Bütlingen",3,"","",""
5227_3,61,"4402","Avendorf > Tespe > Niedermarschacht",3,"","",""
5228_3,61,"539","Geesthacht, ZOB > Gewerbegebiet Mitte/West  >  Vierlander Straße / Niedermarschacht",3,"","",""
5496_3,61,"436","%SB Reinbek  >  Schönningstedt  > Ohe",3,"","",""
5497_3,61,"638","Geesthacht, ZOB  >  Schnakenbek  >  Tesperhude  >   Lauenburg",3,"","",""
5501_3,61,"736","Ohe  >  Neuschönningstedt  >  Schönningstedt  >  Reinbeker Schulen",3,"","",""
6406_3,61,"278","%UB%AB Norderstedt Mitte > %UB Garstedt  >  %UB Ochsenzoll  >  Glashütte",3,"","",""
6881_3,61,"256","Steinwerder > Arningstr. (Fähre) > %SB Veddel (Westseite) > Überseezentrum",3,"","",""
6941_3,61,"1","%SB Rissen  >  %SB Blankenese  >  Schenef. Holt  > Osdorf  >  %SB Othmarschen  >  Bf. Altona",3,"","",""
6942_3,61,"15","%SB Klein Flottbek / %SB Othmarschen  >  Bf. Altona  >  Alsterchaussee",3,"","",""
6943_3,61,"185","Neißestraße  >  %SB Halstenbek  >  Bf. Pinneberg  >  Kummerfeld  >  Ellerhoop",3,"","",""
6944_3,61,"186","(%SB Halstenbek >)  Schenefeld (Mitte) > %SB Elbgaustraße > %SB Othmarschen",3,"","",""
6945_3,61,"189","%SB Wedel  >  Schulau  >  Tinsdal  >  %SB Blankenese",3,"","",""
6946_3,61,"2","Schenefeld >  Lurup  >  Trabrennbahn Bahrenfeld  >  Bf. Altona",3,"","",""
6947_3,61,"21","%UB Niendorf Nord  >  Eidelstedt  >  Osdorfer Born  >  %SB Klein Flottbek  >  Teufelsbrück",3,"","",""
6948_3,61,"22","%SB Blankenese  >  EEZ  >  %UB Kellinghusenstraße",3,"","",""
6949_3,61,"281","%SB Krupunder > %UB Hagenbecks Tierpark > %UB Lattenkamp / UK Eppendorf",3,"","",""
6950_3,61,"284","%UB Niendorf Nord  >  IKEA Schnelsen  >  %SB Elbgaustraße  >  Neißestraße",3,"","",""
6951_3,61,"285","Iserbrook  >  Schenefeld (Mitte)  >  %SB Thesdorf  >  Bf. Pinneberg",3,"","",""
6952_3,61,"286","Rissen > Falkenstein > %SB Blankenese > Teufelsbrück > %SB Othmarschen (> Trabrennbahn B.)",3,"","",""
6953_3,61,"288","Pflegezentrum Lutherpark  >  Bf. Altona  >  Fischmarkt",3,"","",""
6954_3,61,"289","%SB Wedel  >  Moorwegsiedlung  >  %SB Wedel",3,"","",""
6955_3,61,"3","Schenefeld > Osdorfer Born > %SB Holstenstr. > Rathausmarkt > Hbf. > Tiefstack",3,"","",""
6957_3,61,"389","Wedel, Fährenkamp  >  Wedel, Markt  >  %SB Wedel",3,"","",""
6958_3,61,"48","Ring:  %SB Blankenese  >  Strandweg  >  Waseberg  >  %SB Blankenese",3,"","",""
6959_3,61,"489","Bf. Elmshorn  >  Uetersen  >  Heist  >  Holm  >  %SB Wedel",3,"","",""
6960_3,61,"49","Elbuferweg  >  %SB Blankenese",3,"","",""
6961_3,61,"585","Schenefeld (Mitte)  /  %SB Halstenbek  >  Japanische Schule",3,"","",""
6962_3,61,"589","Uetersen  >  Heist  >  Haseldorf  >  Holm  >  %SB Wedel",3,"","",""
6963_3,61,"601","%SB Wedel  >  %SB Blankenese  >  %SB Othmarschen  >  Bf. Altona  >  Rathausmarkt",3,"","",""
6964_3,61,"602","Osdorfer Born > %SB Holstenstraße > Rathausmarkt > HafenCity  > Tiefstack",3,"","",""
6965_3,61,"613","%SB Elbgaustraße  >  Eidelstedter Platz  >  Lohkampstraße  >  %SB Krupunder",3,"","",""
6966_3,61,"621","%SB Wedel  >  Sieversstücken  >  %SB Bahrenfeld  >  Bf. Altona",3,"","",""
6967_3,61,"6542","Barmstedt  >  Lutzhorn  >  Bokel  >  Hörnerkirchen",3,"","",""
6968_3,61,"6543","Barmstedt  >  Bevern  >  Ellerhoop  >  Barmstedt",3,"","",""
6969_3,61,"6544","Barmstedt  >  Hörnerkirchen  >  Osterhorn",3,"","",""
6970_3,61,"6660","Uetersen > Groß Nordende > Neuendeich > Uetersen",3,"","",""
6971_3,61,"6661","Uetersen, Buttermarkt  > Uetersen, Am Eichholz  >  Bf. Tornesch",3,"","",""
6972_3,61,"6663","Uetersen  >  Moorrege  >  Appen  >  Bf. Pinneberg",3,"","",""
6973_3,61,"6665","Haseldorf  >  Altendeich  >  Heist  >  Moorrege  >  Uetersen",3,"","",""
6974_3,61,"6667","Uetersen, Buttermarkt  >  Heidgraben  >  Bf. Tornesch",3,"","",""
6975_3,61,"6668","Bf. Tornesch > Gewerbegebiet Oha > Ellerhoop",3,"","",""
6976_3,61,"6669","Moorrege  >  Appen  >  Appen-Etz  >  Pinneberg",3,"","",""
6977_3,61,"688","Bf. Altona  >  St. Pauli  >  %UB Gänsemarkt  >  Rathausmarkt",3,"","",""
7252_3,61,"474","Bf. Ahrensburg  >  Ammersbek  >   %UB  Hoisbüttel  >  Bergstedt  >  Duvenstedt",3,"","",""
7253_3,61,"574","Bergstedt  >  Lemsahl  >  Duvenstedt",3,"","",""
7254_3,61,"8800","Bf. Bergedorf  >  Geesthacht  > Tesperhude  >  Lauenburg, ZOB",3,"","",""
7711_3,61,"133","%UB Billstedt > %UB Steinfurther Allee > Glinde > Neuschönningstedt",3,"","",""
7712_3,61,"374","Bf. Bargteheide  >   %UB  Hoisbüttel  >  Bergstedt  >   %SB  Poppenbüttel",3,"","",""
7713_3,61,"432","%UB Billstedt > Archenholzstraße > %UB Merkenstraße > Sonnenland > %UB Steinfurther Allee",3,"","",""
7714_3,61,"433","Trittau > Kuddewörde > Friedrichsruh > Aumühle",3,"","",""
7715_3,61,"469","Bf. Gartenholz   >  Gewerbegebiet Nord  >  %UB Ahrensburg West",3,"","",""
7716_3,61,"476","Ahrensburg, Auestieg  >  Bf. Ahrensburg  >  Ahrensburg, Freizeitbad",3,"","",""
8364_3,61,"333","%UB Steinfurther Allee > Glinde > Neuschönningstedt > Trittau / Sachsenwaldau",3,"","",""
8365_3,61,"376","Bf. Ahrensburg  >  Großhansdorf  >  Siek  >  Meilsdorf",3,"","",""
8366_3,61,"533","Kuddewörde > Kasseburg > Möhnsen",3,"","",""
8367_3,61,"536","%SB Reinbek > Reinbek, Borsigstraße > Reinbek, Senefelder Ring",3,"","",""
8368_3,61,"774","Hoisbüttel / Bünningstedt  >  Timmerhorn  >  Ahrensburger Schulen",3,"","",""
8369_3,61,"8884","Glinde > Neuschönningstedt > Witzhave > Grande > Trittau",3,"","",""
2201_3,126,"6521","Elmshorn > Kollmar > Glückstadt",3,"","",""
2202_3,126,"6523","Glückstadt - Siethwende - Elmshorn",3,"","",""
2203_3,126,"6533","Itzehoe - Horst - Elmshorn",3,"","",""
2204_3,126,"6551","Bad Bramstedt - Wrist - Kellinghusen - Hohenwestedt",3,"","",""
2206_3,126,"7503","Kellinghusen - Quarnstedt - Bad Bramstedt",3,"","",""
2207_3,126,"7504","Bad Bramstedt - Bimöhlen - Großenape",3,"","",""
2208_3,126,"7505","Bad Bramstedt - Weddelbrook - Heidmoor und zurück",3,"","",""
2209_3,126,"7506","Brokstedt - Hardebek - Bad Bramstedt",3,"","",""
2210_3,126,"7508","Bad Bramstedt - Großenaspe - Boostedt",3,"","",""
2211_3,126,"7550","Bad Segeberg > %UB Ochsenzoll",3,"","",""
2212_3,126,"7570","Bad Segeberg - Leezen",3,"","",""
2213_3,126,"7580","Oering - Seth - Sülfeld",3,"","",""
2214_3,126,"7590","Nahe - Itzstedt - Kayhude - Tangstedt - Nahe",3,"","",""
2215_3,126,"7600","Bad Segeberg - Hartenholm - Bad Bramstedt",3,"","",""
2217_3,126,"7650","SchnellBus Lübeck > Bad Segeberg",3,"","",""
2218_3,126,"7651","Langniendorf - Westerrade - Geschendorf - Bad Segeberg",3,"","",""
2219_3,126,"7660","Bad Segeberg - Strukdorf - Mielsdorf - Bad Segeberg",3,"","",""
2220_3,126,"7670","Bad Segeberg - Traventhal - Strukdorf - Bad Segeberg",3,"","",""
2221_3,126,"7680","Goldenbek - Pronstorf - Strenglin - (Bad Segeberg) - Goldenbek",3,"","",""
2222_3,126,"7700","Bad Segeberg - Schlamersdorf - (Stocksee)",3,"","",""
2223_3,126,"7701","Bad Segeberg - Schieren - Göls",3,"","",""
2224_3,126,"7705","Mittelsfelde - Warderfelde",3,"","",""
2228_3,126,"7900","Bad Segeberg - Fahrenkrug - Wahlstedt",3,"","",""
2232_3,126,"7915","Neumünster - Kleinkummerfeld - Willingrade - Rickling",3,"","",""
2234_3,126,"7930","Segeberg - Wahlstedt - Rickling - Trappenkamp",3,"","",""
2236_3,126,"7950","Bad Segeberg - Stuvenborn - Kaltenkirchen",3,"","",""
2237_3,126,"7970","Kaltenkirchen - Langeln - Alveslohe",3,"","",""
2238_3,126,"7971","Kaltenkirchen - Schmalfeld - Hartenholm",3,"","",""
2239_3,126,"7972","Kaltenkirchen - Struvenhütten - Hartenholm",3,"","",""
2240_3,126,"7973","Kaltenkirchen - Kisdorf - Sievershütten - Stuvenborn",3,"","",""
2242_3,126,"7975","Kaltenkirchen > Nützen > Lentföhrden",3,"","",""
2244_3,126,"7980","Bürgerbus Borstel - Stuvenborn - Kaltenkirchen",3,"","",""
2245_3,126,"8101","Bf. Bad Oldesloe (ZOB) - Innenstadt - Poggenbreeden - Steinfelder Redder",3,"","",""
2246_3,126,"8102","Friedhof - Innenstadt - Bf. Bad Oldesloe (ZOB) - Schanzenbarg - Famila",3,"","",""
2247_3,126,"8103","Bf. Bad Oldesloe (ZOB) - Bad Oldesloe West - Bf. Bad Oldesloe (ZOB)",3,"","",""
2249_3,126,"8110","Bad Oldesloe > Bargteheide > Ahrensburg",3,"","",""
2258_3,126,"8120","Bad Oldesloe - Pölitz - Lasbek - Mollhagen - Grönwohld - Trittau, Vorburg",3,"","",""
2259_3,126,"8121","Rümpel - Höltenklinken - Bad Oldesloe, Masurenwegschule",3,"","",""
2260_3,126,"8122","Pölitz > Hohenholz > Bad Oldesloe",3,"","",""
2265_3,126,"8130","Reinfeld > Klein Wesenberg > Groß Wesenberg > Lübeck",3,"","",""
2267_3,126,"8140","Bf. Bad Oldesloe - Grabau - Sülfeld - Nienwohld - Bargfeld - Kayhude",3,"","",""
2268_3,126,"8142","Nütschau - Tralau - Vinzier - Bad Oldesloe, Masurenwegschule",3,"","",""
2269_3,126,"8145","Sühlen - Schlamersdorf - Bad Oldesloe, Berufsschule",3,"","",""
2270_3,126,"8146","Seefeld - Schadehorn - Poggensee - Bf. Bad Oldesloe (ZOB)",3,"","",""
2272_3,126,"8160","Bad Oldesloe, Hagenstr. - Meddewade - Groß Barnitz - Groß Wesenberg",3,"","",""
2412_3,126,"7530","Bad Segeberg - Todesfelde - Leezen",3,"","",""
2413_3,126,"7540","(Bad Segeberg -) Kükels - Bebensee - Leezen",3,"","",""
3012_3,126,"6522","Horst -  Kiebitzreihe - Gehlensiel - Krempe",3,"","",""
3576_3,126,"7671","Schülerverkehr Neuengörs",3,"","",""
3611_3,126,"7977","Flexibus Kaltenkirchen",3,"","",""
3726_3,126,"364","Rahlstedt > Großensee > Lütjensee > Trittau",3,"","",""
3727_3,126,"369","Ahrensburg - U Großhansdorf - Hoisdorf - Lütjensee - Trittau",3,"","",""
3728_3,126,"464","Großensee - Lütjensee - Grönwohld - Trittau",3,"","",""
3729_3,126,"465","Großensee - Lütjensee - Dwerkaten - Grönwohld - Trittau",3,"","",""
3731_3,126,"764","Hoisdorf - Lütjensee - Schmalenbeck",3,"","",""
3732_3,126,"765","Trittau Gadebuscher Straße -  Vorburg - Schulzentrum",3,"","",""
3746_3,126,"7652","Goldenbek - Strenglin - Ahrensbök / Bad Segeberg",3,"","",""
3747_3,126,,"7653-AST",3,"","",""
4623_3,126,"8810","Bergedorf - Schwarzenbek - Mölln",3,"","",""
4624_3,126,"8811","Wentorf > Dassendorf > Schwarzenbek",3,"","",""
4625_3,126,"8812","Talkau > Elmenhorst > Grabau > Schwarzenbek",3,"","",""
4626_3,126,"8813","Büchen - Güster - Fuhlenhagen - Niendorf - Breitenfelde - Mölln",3,"","",""
4627_3,126,"8814","Güster - Schretstaken - Talkau - Breitenfelde",3,"","",""
4628_3,126,"8820","Krabbenkamp - Aumühle - Dassendorf - Geesthacht",3,"","",""
4629_3,126,"8821","Dassendorf - Hohenhorn - Geesthacht",3,"","",""
4631_3,126,"8823","Hamwarde - Brunstorf - Fahrendorf - Dassendorf",3,"","",""
4632_3,126,"8830","Mölln > Woltersdorf > Güster > Büchen",3,"","",""
4633_3,126,"8831","Güster - Roseburg - Siebeneichen - Büchen",3,"","",""
4634_3,126,"8832","Sahms - Elmenhorst - Klein Pampau - Müssen - Büchen",3,"","",""
4635_3,126,"8840","Lauenburg  > Witzeeze  >  Büchen",3,"","",""
4636_3,126,"8841","Basedow - Witzeeze - Schulendorf - Büchen",3,"","",""
4637_3,126,"8842","Witzeeze - Dalldorf - Basedow - Lauenburg",3,"","",""
4638_3,126,"8843","Witzeeze - Dalldorf - Basedow - Lütau",3,"","",""
4640_3,126,"8851","Besenthal - Langenlehsten - Fitzen - Büchen",3,"","",""
4641_3,126,"8852","Gudow - Göttin - Büchen",3,"","",""
4642_3,126,"8860","Schwarzenbek > Lütau > Gülzow > Krukow > Lauenburg",3,"","",""
4643_3,126,"8861","Lauenburg - Gülzow - Lütau - Schwarzenbek",3,"","",""
4644_3,126,"8870","Schwarzenbek - Kollow - Gülzow - Wiershop - Geesthacht",3,"","",""
4645_3,126,"8871","Geesthacht > Hamwarde > Gülzow > Kollow > Schwarzenbek",3,"","",""
4646_3,126,"8880","Schwarzenbek - Basthorst - Trittau",3,"","",""
4647_3,126,"8881","Basthorst > Kasseburg > Möhnsen > Schwarzenbek",3,"","",""
4648_3,126,"8710","Lübeck - Ratzeburg - Mölln",3,"","",""
4649_3,126,"8711","Groß Grönau - Groß Sarau - Hornstorf - Groß Grönau",3,"","",""
5151_3,126,"7720","Hutzfeld > Berlin > Schlamersdorf > Hornsmühlen",3,"","",""
5153_3,126,"7722","Seedorf > Berlin > Travenhorst > Nehms > Schlamersdorf",3,"","",""
5265_3,126,"6500","Raa-Besenbek, Achtern Knick - Kölln-Reisiek, Achtern Hoff",3,"","",""
5266_3,126,"6501","Heidkoppelweg/Carl-Zeiss-Str. - Bf. Elmshorn - Hainholz - Franzosenhof",3,"","",""
5267_3,126,"6502","Bf. Elmshorn - Hamburger Straße - Klinikum - Kibek",3,"","",""
5268_3,126,"6503","Klein Nordende, Am Park - Bf. Elmshorn - Grenzweg - Hasenbusch",3,"","",""
5269_3,126,"6504","Klein Nordende, Bauerweg - Bf. Elmshorn - Kaltenweide - Offenau",3,"","",""
5270_3,126,"6505","Bf. Elmshorn (Holstenplatz) - Kölln-Reisiek - Bevern - Seeth-Ekholt - Elmshorn",3,"","",""
5271_3,126,"6506","Bf.Elmshorn, ZOB - Kurzenmoor- Seester - Seestermühe",3,"","",""
5272_3,126,"6507","Raa-Besenbek, Spiekerhörn - Elmshorn, Gesamtschule (KGSE) - und zurück",3,"","",""
5366_3,126,"7920","Wahlstedt - Boostedt",3,"","",""
5367_3,126,"7921","Groß Kummerfeld - Boostedt",3,"","",""
5368_3,126,"7922","Heidmühlen - Groß Kummerfeld",3,"","",""
5636_3,126,"7551","Gesamtverkehr Bad Segeberg - Seth - Oering",3,"","",""
5641_3,126,"8150","Pöhls > Zarpen > Groß Steinrade > Lübeck",3,"","",""
5642_3,126,"8161","Bad Oldesloe - Meddewade - Rethwisch - Groß Boden - Stubben - Todendorf",3,"","",""
5643_3,126,"8162","Westerau, Feuerwehr - Schürensöhlen - Groß Boden, Feuerwehrhaus",3,"","",""
5644_3,126,"8163","Kastorf > Westerau > Bad Oldesloe",3,"","",""
5645_3,126,"8170","Bf. Bad Oldesloe (ZOB) - Steinfeld - Havighorst - Reinfeld - Stubbendorf - Herweg",3,"","",""
5646_3,126,"8171","(Herweg - ) Heidekamp - Reinfeld - Steinfelderhude - Bad Oldesloe",3,"","",""
5661_3,126,"8105","Bf. Bad Oldesloe (ZOB) - Bad Oldesloe West - Gewerbegebiet West",3,"","",""
6421_3,126,,"7609-AST",3,"","",""
6422_3,126,"8763","Nusse ZOB - Schulzentrum Trittau",3,"","",""
6423_3,126,,"8769-AST",3,"","",""
6424_3,126,,"8888-AST",3,"","",""
6425_3,126,,"8889-AST",3,"","",""
6426_3,126,"264","Bf. Rahlstedt - Großensee - Trittauerfeld - Trittau",3,"","",""
7259_3,126,"8833","Büchen > Müssen > Schwarzenbek",3,"","",""
7261_3,126,,"7509-AST",3,"","",""
7686_3,126,"8822","Kröppelshagen - Aumühle",3,"","",""
7706_3,126,"8131","Reinfeld, Matthias-Claudius-Schule - Mönkhagen, Siedlung II",3,"","",""
7707_3,126,"8133","Steinfeld - Barnitz - Lokfeld - Reinfelder Schulen",3,"","",""
7708_3,126,"8134","Reinfeld, Matthias-Claudius-Schule - Westerau, Ratzeburger Straße / Feuerwehr",3,"","",""
7709_3,126,"8136","Voßkaten - Zarpen, Schule",3,"","",""
7826_3,126,"6534","Itzehoe - Hohenfelde - Horst - Elmshorn",3,"","",""
7827_3,126,"6535","Steinburg - Groß Offenseth - Horst - Elmshorn",3,"","",""
8376_3,126,"6553","Stadtverkehr Kellinghusen",3,"","",""
8497_3,126,"7725","Schlamersdorf - Trappenkamp",3,"","",""
6991_3,106,"2001","Bahnhof  - Pferdemarkt - Krankenhaus - Hahle - Haddorf",3,"","",""
6996_3,106,"1705","Althemmoor - Hechthausen - Himmelpforten - Stade - Finkenwerder",3,"","",""
6997_3,106,"1824","Baustellenfahrplan (B73) 22.6.-2.8.17 Otterndorf -Cadenberge-Hemmoor- Stade",3,"","",""
6998_3,106,"2002","Bahnhof - Pferdemarkt - Hohenwedel - Schwedenviertel  und zurück",3,"","",""
7000_3,106,"2004","Pferdemarkt  - Pommernstraße - Langobardenstraße - Frankenweg  und zurück",3,"","",""
7001_3,106,"2005","Pferdemarkt - Thuner Straße - Klein Thun und zurück",3,"","",""
7003_3,106,"2008","Bahnhof - Altländer Viertel und zurück",3,"","",""
7005_3,106,"2011","Bahnhof - Vincent-Lübeck-Gymnasium",3,"","",""
7006_3,106,"2017","Hörne - Schölisch - Stadermoor - Beethovenstraße - Bockhorster Weg",3,"","",""
7008_3,106,"2021","Bahnhof - Wiepenkathen - Ottenbeck - Bahnhof",3,"","",""
7009_3,106,"2025","Baustellen-Fahrplan ab 07.06.2017 Stade -Bützfleth-Drochtersen- Freiburg",3,"","",""
7010_3,106,"2027","Stade - Düdenbüttel - Himmelpforten - Oldendorf - Kranenburg - Gräpel",3,"","",""
7011_3,106,"2028","Stade - Düdenbüttel - Hagenah - Elm - Bremervörde",3,"","",""
7012_3,106,"2029","Stade - Hagen - Helmste - Harsefeld - Ahlerstedt - Wangersen - Zeven",3,"","",""
7013_3,106,"2030","Buxtehude - Dammhausen - Jork - Lühe - Steinkirchen",3,"","",""
7014_3,106,"2031","Buxtehude  - Estebrügge - Königreich - Jork",3,"","",""
7015_3,106,"2033","Horneburg  - Neuenkirchen - Mittelnkirchen - Steinkirchen",3,"","",""
7016_3,106,"2035","Buxtehude  - Apensen - Nindorf - Beckdorf - Sauensiek - Ahlerstedt",3,"","",""
7017_3,106,"2036","Buxtehude  - Apensen - Beckdorf - Sauensiek - Klein Wohnste",3,"","",""
7018_3,106,"2037","Baustellen-Fahrplan ab 07.06.2017 Wolfsbruchermoor- Drochtersermoor-Asselermoor- Stade",3,"","",""
7019_3,106,"2038","Buxtehude  - Eilendorf - Moisburg - Eversen - Hollenstedt",3,"","",""
7020_3,106,"2057","Breitendeich -  Freiburg - Wischhafen - Neuland - Hemmoor / Warstade",3,"","",""
7021_3,106,"2065","Großenwörden - Himmelpforten",3,"","",""
7022_3,106,"2066","Wangersen - Ahlerstedt",3,"","",""
7023_3,106,"2067","Nindorf - Beckdorf - Apensen",3,"","",""
7024_3,106,"2068","Groß Sterneberg - Himmelpforten",3,"","",""
7025_3,106,"2069","Mittelsdorf - Hammah",3,"","",""
7026_3,106,"2070","Groß Sterneberg - Hammah",3,"","",""
7027_3,106,"2072","Hüll - Drochtersen",3,"","",""
7028_3,106,"2073","Drochtersen - Krautsand",3,"","",""
7029_3,106,"2074","Barnkrug - Drochtersen",3,"","",""
7030_3,106,"2079","Oederquart - Freiburg - Wischhafen",3,"","",""
7031_3,106,"2080","Revenahe - Wiegersen",3,"","",""
7032_3,106,"2081","Sauensiek - Wiegersen",3,"","",""
7033_3,106,"2082","Twielenfleth - Steinkirchen",3,"","",""
7034_3,106,"2083","Gehrden - Jork",3,"","",""
7035_3,106,"2084","Borstel - Ladekop",3,"","",""
7036_3,106,"2085","Moorende - Hove - Estebrügge",3,"","",""
7037_3,106,"2090","Drochtersen - Freiburg",3,"","",""
7038_3,106,"2091","Heinbockel - Hagenah - Oldendorf",3,"","",""
7039_3,106,"2092","Baustellen-Fahrplan 03.08. 20.12.17 Neuland - Engelschoff - Burg - Himmelpforten",3,"","",""
7040_3,106,"2093","Gräpel - Kranenburg - Burweg - Estorf - Oldendorf - Himmelpforten",3,"","",""
7041_3,106,"2094","Oldendorf - Himmelpforten",3,"","",""
7042_3,106,"2096","Kaken - Behrste - Gräpel - Estorf - Oldendorf",3,"","",""
7043_3,106,"2101","Buxtehude ZOB - Bahnhof (Süd) - Kellerkuhle - Delmer Bogen - Torfweg (SZ Süd)",3,"","",""
7044_3,106,"2102","Buxtehude ZOB - Bahnhof (Süd) - Hauptstraße - Krankenhaus - Heideweg",3,"","",""
7045_3,106,"2103","Buxtehude ZOB - Heitmannshausen - Hedendorf",3,"","",""
7046_3,106,"2104","Buxtehude Bahnhof (Süd) - Technologiezentrum- Immenbeck - Ovelgönne - Ketzendorf",3,"","",""
7048_3,106,"2129","Neulandermoor - Altendorfermoor - Wischhafen - Freiburg",3,"","",""
7049_3,106,"2286","Hedendorf - Bliedersdorf - Nottensdorf - Grundoldendorf - Horneburg",3,"","",""
7050_3,106,"2310","Groß Aspe - Kutenholz - Mulsum - Fredenbeck",3,"","",""
7051_3,106,"2322","Bremervörde- Fredenbeck - Stade",3,"","",""
